Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1985-01-02,0.09582662582397461,0.1001235080008717,0.09582662582397461,0.1001235080008717,175302400
1985-01-03,0.09754539281129837,0.10012352837950034,0.09754539281129837,0.09754539281129837,166611200
1985-01-04,0.09754539281129837,0.09797508398510683,0.0962563307645218,0.09754539281129837,137267200
1985-01-07,0.09711571782827377,0.09797510031916386,0.09711571782827377,0.09754540907371882,170912000
1985-01-08,0.096256323158741,0.0979750762435172,0.096256323158741,0.09711569396380515,141120000
1985-01-09,0.09883445501327515,0.10012352853672477,0.09883445501327515,0.09883445501327515,166723200
1985-01-10,0.10313215851783752,0.10356184988359067,0.10313215851783752,0.10313215851783752,277065600
1985-01-11,0.10227274149656296,0.1039914947158237,0.10141259034813883,0.10313211236886893,205049600
1985-01-14,0.10528057813644409,0.1061399491832259,0.1052805781364441,0.1052805781364441,270435200
1985-01-15,0.10313215851783752,0.10699935786030791,0.10313215851783752,0.10528060387194929,264969600
1985-01-16,0.10399150103330612,0.10571025435698111,0.10399150103330612,0.10399150103330612,189884800
1985-01-17,0.09668602049350739,0.1057102464368579,0.09668602049350739,0.10399149324195697,547523200
1985-01-18,0.09840479493141174,0.1005532282828416,0.09625635010533076,0.09668604136547718,352665600
1985-01-21,0.1005532294511795,0.1014126119814576,0.1005532294511795,0.1005532294511795,325427200
1985-01-22,0.1035618782043457,0.10399156968760528,0.1035618782043457,0.1035618782043457,424838400
1985-01-23,0.10184233635663986,0.10399155070804998,0.10184233635663986,0.10356185930321361,430505600
1985-01-24,0.09969385713338852,0.10184230195723232,0.09969385713338852,0.10184230195723232,397062400
1985-01-25,0.10184233635663986,0.10184233635663986,0.09754544525758622,0.09969389080711304,318460800
1985-01-28,0.10399150103330612,0.10528056315739999,0.10399150103330612,0.10399150103330612,412182400
1985-01-29,0.10270240157842636,0.10485084556079483,0.10270240157842636,0.10399147485263541,223731200
1985-01-30,0.10270240157842636,0.10485084556079483,0.10270240157842636,0.10270240157842636,492441600
1985-01-31,0.09969385713338852,0.10313213306330178,0.09969385713338852,0.1027024418036028,276236800
1985-02-01,0.09840479493141174,0.1001235484973463,0.0975454124111189,0.09969385723719988,137737600
1985-02-04,0.1005532294511795,0.10098292071631855,0.1005532294511795,0.1005532294511795,218019200
1985-02-05,0.10141260176897049,0.10313212398334885,0.10141260176897049,0.10141260176897049,190041600
1985-02-06,0.10313215851783752,0.10313215851783752,0.10313215851783752,0.10313215851783752,194432000
1985-02-07,0.10270240157842636,0.10442115446939182,0.10270240157842636,0.10313209266982938,245481600
1985-02-08,0.10270240157842636,0.10313209266982938,0.10141257097754143,0.10270240157842636,132025600
1985-02-11,0.10485085844993591,0.10571024073838436,0.10485085844993591,0.10485085844993591,346953600
1985-02-12,0.10227274149656296,0.10528055676160707,0.10227274149656296,0.10485086558812967,226508800
1985-02-13,0.09754539281129837,0.10227274157536378,0.09754539281129837,0.10227274157536378,527027200
1985-02-14,0.0949672982096672,0.098404805718349,0.0949672982096672,0.09754542310385236,426832000
1985-02-15,0.096256323158741,0.09668601429859702,0.09410788467143272,0.09496726121382082,173622400
1985-02-19,0.0949672982096672,0.09582667508683765,0.0949672982096672,0.09582667508683765,149833600
1985-02-20,0.0906703844666481,0.09539695289205885,0.0906703844666481,0.09496726746125984,219968000
1985-02-21,0.09238916635513306,0.09281885191936712,0.09238916635513306,0.09238916635513306,308224000
1985-02-22,0.0949672982096672,0.09582667508683765,0.09238916757815586,0.09238916757815586,226531200
1985-02-25,0.09367822855710983,0.09539698228451417,0.09367822855710983,0.09496729672132613,98537600
1985-02-26,0.09195945411920547,0.09410789866326548,0.09195945411920547,0.09367820745952356,188966400
1985-02-27,0.0863727480173111,0.09195946894417734,0.0863727480173111,0.09195946894417734,403580800
1985-02-28,0.08508369326591492,0.08637275572534123,0.08508369326591492,0.08637275572534123,319065600
1985-03-01,0.0855133906006813,0.0855133906006813,0.08250557395680137,0.0850837049675529,247430400
1985-03-04,0.08680244535207748,0.08938057595822113,0.08680244535207748,0.08680244535207748,153104000
1985-03-05,0.08895088732242584,0.08895088732242584,0.08895088732242584,0.08895088732242584,130771200
1985-03-06,0.08465403318405151,0.08895091919616918,0.08465403318405151,0.08895091919616918,193603200
1985-03-07,0.07605946809053421,0.08508369750740437,0.07605946809053421,0.08465400617462432,733980800
1985-03-08,0.07391102612018585,0.07605946549890108,0.07133289542333178,0.07605946549890108,473558400
1985-03-11,0.07648912072181702,0.07691880609986096,0.07648912072181702,0.07648912072181702,286003200
1985-03-12,0.07906803488731384,0.07992741155336465,0.07906803488731384,0.07906803488731384,219430400
1985-03-13,0.07477040588855743,0.07906805934997094,0.07477040588855743,0.07906805934997094,251126400
1985-03-14,0.07477040588855743,0.07520009148585974,0.07477040588855743,0.07477040588855743,241606400
1985-03-15,0.07777819782495499,0.07949772568721053,0.0743406911781253,0.07477038237764139,181417600
1985-03-18,0.07863835245370865,0.07949772915288024,0.07863835245370865,0.07863835245370865,124768000
1985-03-19,0.07562976330518723,0.07949773017121863,0.07562976330518723,0.07863835346103873,171449600
1985-03-20,0.07648912072181702,0.07777818259327247,0.07648912072181702,0.07648912072181702,404969600
1985-03-21,0.07777819782495499,0.07906803448769444,0.07777819782495499,0.07777819782495499,162467200
1985-03-22,0.07648912072181702,0.07906801900341694,0.07648912072181702,0.07777818259327247,80371200
1985-03-25,0.07434070110321045,0.07648914591297615,0.07434070110321045,0.07648914591297615,109961600
1985-03-26,0.07734852284193039,0.07734852284193039,0.07734852284193039,0.07734852284193039,121430400
1985-03-27,0.07520004361867905,0.07820863263579804,0.07520004361867905,0.07734848744961852,111350400
1985-03-28,0.07520004361867905,0.07648911106470731,0.07520004361867905,0.07520004361867905,129606400
1985-03-29,0.07605946809053421,0.07648915942331426,0.07520009116230064,0.07520009116230064,87180800
1985-04-01,0.07434070110321045,0.07777820820897514,0.07434070110321045,0.0760594546560928,114060800
1985-04-02,0.07219226658344269,0.07477039707535127,0.07219226658344269,0.07434070579137024,227427200
1985-04-03,0.07219226658344269,0.07262195213009785,0.07219226658344269,0.07219226658344269,242659200
1985-04-04,0.0717625617980957,0.07262193266101888,0.07090318519784818,0.07219224722955729,161862400
1985-04-08,0.06746568530797958,0.0721922541968405,0.06746568530797958,0.07176256872390992,198732800
1985-04-09,0.06746568530797958,0.06789537078091017,0.06746568530797958,0.06746568530797958,263894400
1985-04-10,0.07219226658344269,0.07305164341407888,0.07219226658344269,0.07219226658344269,226912000
1985-04-11,0.07348129153251648,0.07562973538344477,0.07348129153251648,0.07348129153251648,146675200
1985-04-12,0.0717625617980957,0.0734813092612664,0.07133287062930978,0.0734813092612664,72531200
1985-04-15,0.07348129153251648,0.07434066792542321,0.07348129153251648,0.07348129153251648,59830400
1985-04-16,0.07434070110321045,0.0747703923600938,0.07434070110321045,0.07434070110321045,67648000
1985-04-17,0.07777819782495499,0.0786383490255031,0.07777819782495499,0.07777819782495499,123244800
1985-04-18,0.07863835245370865,0.07906803793463195,0.07863835245370865,0.07863835245370865,202428800
1985-04-19,0.07734852284193039,0.07863835967941675,0.07691883158419979,0.07863835967941675,96028800
1985-04-22,0.07434070110321045,0.07734852268941732,0.07434070110321045,0.07734852268941732,102592000
1985-04-23,0.07605946809053421,0.07648915942331426,0.07605946809053421,0.07605946809053421,118294400
1985-04-24,0.07562976330518723,0.07734851672554703,0.07562976330518723,0.07605944879161464,78937600
1985-04-25,0.07562976330518723,0.07605944879161464,0.07562976330518723,0.07562976330518723,87628800
1985-04-26,0.07520004361867905,0.07777817277341267,0.07520004361867905,0.0756297346797961,119705600
1985-04-29,0.07262194901704788,0.07562977066400267,0.07262194901704788,0.075200079398441,62204800
1985-04-30,0.07305166125297546,0.07348134690455799,0.07305166125297546,0.07305166125297546,94729600
1985-05-01,0.0717625617980957,0.0734813092612664,0.0717625617980957,0.0730516238298048,57344000
1985-05-02,0.06617661565542221,0.07090319015596556,0.06617661565542221,0.07090319015596556,329772800
1985-05-03,0.06875476241111755,0.06918445371478628,0.06617663180108367,0.06617663180108367,158121600
1985-05-06,0.06789537519216537,0.06961412867020728,0.06789537519216537,0.06875475193118633,56134400
1985-05-07,0.06875476241111755,0.06875476241111755,0.06875476241111755,0.06875476241111755,107609600
1985-05-08,0.06832506507635117,0.06832506507635117,0.06832506507635117,0.06832506507635117,144390400
1985-05-09,0.06875476241111755,0.06918445371478628,0.06875476241111755,0.06875476241111755,127075200
1985-05-10,0.06961411237716675,0.07047348891505237,0.06875473583928113,0.06875473583928113,136080000
1985-05-13,0.06875476241111755,0.07004383058479757,0.06875476241111755,0.06961413928112886,87225600
1985-05-14,0.06789537519216537,0.06918444316935943,0.06789537519216537,0.06875475193118633,121744000
1985-05-15,0.06875476241111755,0.07004383058479757,0.06875476241111755,0.06875476241111755,130435200
1985-05-16,0.07348129153251648,0.07562973538344477,0.07348129153251648,0.07348129153251648,230540800
1985-05-17,0.07477040588855743,0.0760594684177909,0.0730516520246951,0.0734813376219974,211859200
1985-05-20,0.07348129153251648,0.0764891117763515,0.07348129153251648,0.07477035899053804,197187200
1985-05-21,0.07133287936449051,0.07305163277545822,0.07133287936449051,0.07305163277545822,152544000
1985-05-22,0.07090318948030472,0.07176256613245742,0.07090318948030472,0.07133287493771873,120556800
1985-05-23,0.06789537519216537,0.07047350540922821,0.06789537519216537,0.07047350540922821,239164800
1985-05-24,0.0623086541891098,0.06789537461554708,0.0623086541891098,0.06789537461554708,589478400
